1,0.048395633
2,0.025538416
3,0.021610088
4,0.022688909
5,0.021714461
6,0.025961064
7,0.02209127
8,0.021757679
9,0.023871392
10,0.021733182
11,0.021740042
12,0.022377702
13,0.02491581
14,0.021981097
15,0.036634654
16,0.021676868
17,0.031759082
18,0.024326363
19,0.025281787
20,0.021754855
21,0.022270674
22,0.025752738
23,0.022024767
24,0.022809397
25,0.023425216
26,0.02163594
27,0.022251475
28,0.024653734
29,0.021965605
30,0.021818742
31,0.022215301
32,0.021823277
33,0.030525037
34,0.026205827
35,0.023777449
36,0.022463267
37,0.024946659
38,0.021783483
39,0.021686449
40,0.022285348
41,0.023427573
42,0.024855714
43,0.022871737
44,0.021861685
45,0.023072491
46,0.02679389
47,0.024010621
48,0.021720763
49,0.021815665
50,0.022342926
51,0.021779121
52,0.025820958
53,0.027280036
54,0.022031657
55,0.023154201
56,0.021884532
57,0.038437395
58,0.027871832
59,0.024121763
60,0.022047301
61,0.022850486
62,0.022004166
63,0.027601173
64,0.025753518
65,0.030440104
66,0.02169897
67,0.023628208
68,0.023809662
69,0.022809175
70,0.029414165
71,0.021876407
72,0.021644629
73,0.021990281
74,0.021833493
75,0.021671693
76,0.032731396
77,0.035054996
78,0.021728273
79,0.022919808
80,0.02167016
81,0.028347807
82,0.022570499
83,0.023346849
84,0.027505617
85,0.02162232
86,0.021988606
87,0.022221941
88,0.024508356
89,0.021695021
90,0.021853156
91,0.024016824
92,0.023731519
93,0.024005649
94,0.02593355
95,0.022668017
96,0.02515937
97,0.024543257
98,0.024275234
99,0.02382992
100,0.022314893
101,0.028165386
102,0.021857087
103,0.024574665
104,0.023242038
105,0.021896403
106,0.027942692
107,0.023971026
108,0.021566679
109,0.022056082
110,0.024530087
111,0.022205594
112,0.025501222
113,0.023162614
114,0.022546408
115,0.030429894
116,0.023886797
117,0.022569993
118,0.02177992
119,0.025065111
120,0.021685181
121,0.021816215
122,0.023349229
123,0.021711954
124,0.021759027
125,0.023516138
126,0.022432735
127,0.026800928
128,0.022358862
129,0.022820232
130,0.021763725
131,0.024307798
132,0.023338995
133,0.021829945
134,0.021786638
135,0.02213747
136,0.022484548
137,0.022282986
138,0.025901494
139,0.02233018
140,0.021672245
141,0.021744615
142,0.024257342
143,0.021826024
144,0.021939154
145,0.023959825
146,0.02356948
147,0.02167991
148,0.024226853
149,0.023033382
150,0.021757037
151,0.021787836
